vOTU_ID	size	Novel_species	VC	VClustering	Novel_genus	dominant	source	checkv_quality	viral_lifecycle	Related_to_PP	With_ARG	viral_taxonomy_lineage	host_taxonomy_lineage	geNomad	checkV (at least medium)	VIBRANT	Viral_verify	lineage_vcontact
vOTU_0512	55493	No	105	105	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	1	1	1	1	NA
vOTU_0513	54359	No	105	105	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000436475	1	1	1	1	NA
vOTU_0514	47759	Yes	23;279	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	1	1	1	1	NA
vOTU_0515	45170	No	27	27	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000436735	1	1	1	1	NA
vOTU_0516	44443	Yes	118	118	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900557255	1	1	0	1	NA
vOTU_0517	43434	Yes	33;275	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900540635	1	1	1	1	NA
vOTU_0518	42533	Yes	18	18	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0519	42305	No	129	129	No	No	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900549635	1	1	1	1	NA
vOTU_0520	41788	Yes	32	32	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massilimaliae;s__Massilimaliae timonensis	1	1	1	1	NA
vOTU_0521	41771	Yes	22	22	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	1	1	1	1	NA
vOTU_0522	39887	Yes	45;376;565;953	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0523	38696	Yes	18	18	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A;s__Butyricicoccus_A sp002395695	1	1	1	1	NA
vOTU_0524	37692	Yes	169	169	Yes	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__CAG-1427;s__CAG-1427 sp000434775	1	1	1	1	NA
vOTU_0525	37160	Yes	928	928	No	Yes, in 12	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0526	36566	Yes	28;560	OUT/SINGLE/OVER	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000432135	1	1	0	1	NA
vOTU_0527	35480	Yes	272	272	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	0	1	NA
vOTU_0528	34784	Yes	250	250	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	1	1	0	1	NA
vOTU_0529	20301	No	537	537	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000436735	1	0	0	1	NA
vOTU_0530	11060	No	280;386;770	OUT/SINGLE/OVER	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	1	1	0	1	NA
vOTU_0531	169228	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus sp000434355	1	1	0	1	NA
vOTU_0532	97008	No	388	388	No	No	SpadesMetaV	High-quality	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0533	61630	Yes	850	850	No	No	SpadesMetaV	High-quality	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0534	59537	No	183;558	OUT/SINGLE/OVER	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	1	1	0	1	NA
vOTU_0535	58110	Yes	325	325	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900539945	1	1	1	1	NA
vOTU_0536	52927	No	741	741	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	1	NA
vOTU_0537	52508	Yes	156	156	No	No	SpadesMetaV	High-quality	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Catenibacterium;s__Catenibacterium sp900764565	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0538	48464	No	101	101	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A massiliensis	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0539	47307	Yes	22	22	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp003539495	1	1	1	1	NA
vOTU_0540	44907	No	649	649	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-460;s__CAG-460 sp000437315	1	1	1	1	NA
vOTU_0541	41947	Yes	130;385	OUT/SINGLE/OVER	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	0	1	NA
vOTU_0542	41128	No	18	18	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000431575	1	1	1	1	NA
vOTU_0543	39026	Yes	741	741	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_A	1	0	0	1	NA
vOTU_0544	38955	No	122	122	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__Firm-11;s__Firm-11 sp900548145	1	1	0	1	NA
vOTU_0545	38491	Yes	182	182	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900751035	1	1	0	1	NA
vOTU_0546	37668	Yes	247	247	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp007097645	1	1	0	1	NA
vOTU_0547	36621	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	1	0	NA
vOTU_0548	36451	Yes	51;98	OUT/SINGLE/OVER	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	1	1	1	1	NA
vOTU_0549	34558	Yes	794	794	No	No	SpadesMetaV	High-quality	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__	1	1	1	1	NA
vOTU_0550	31890	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	High-quality	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0551	31571	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp900540005	1	1	1	0	NA
vOTU_0552	30669	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	1	0	NA
vOTU_0553	30159	Yes	160	160	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	1	0	0	1	NA
vOTU_0554	29272	No	45	45	No	No	SpadesMetaV	High-quality	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	1	1	1	1	NA
vOTU_0555	28971	Yes	100	100	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__HGM10836;s__HGM10836 sp900772095	1	1	0	0	NA
vOTU_0556	28943	Yes	70	70	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0557	26899	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900546075	1	1	0	0	NA
vOTU_0558	26242	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	1	1	NA
vOTU_0559	26141	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000435555	1	0	0	1	NA
vOTU_0560	25494	Yes	490	490	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1781;s__UMGS1781 sp900555075	1	1	0	0	NA
vOTU_0561	23500	No	156	156	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp000431335	1	1	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0562	22731	Yes	697	697	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900751035	1	0	0	0	NA
vOTU_0563	22205	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp000434635	1	1	0	1	NA
vOTU_0564	20957	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0565	19684	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Not-determined	ND	No	No	Viruses	ND	1	0	0	0	NA
vOTU_0566	19674	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Not-determined	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__CAG-288;s__CAG-288 sp000437395	1	0	0	0	NA
vOTU_0567	17891	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp000765235	1	0	0	0	NA
vOTU_0568	17870	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0569	17508	Yes	491	491	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	1	0	0	0	NA
vOTU_0570	17357	Yes	8	8	No	No	SpadesMetaV	Medium-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0571	17236	Yes	806	806	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0572	17139	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	1	0	1	0	NA
vOTU_0573	16433	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Not-determined	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900554565	1	0	0	0	NA
vOTU_0574	16325	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	ND	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__CAG-312;s__	0	0	0	1	NA
vOTU_0575	16004	Yes	593;595	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp001556435	1	0	0	0	NA
vOTU_0576	15146	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Not-determined	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0577	15044	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900553985	1	0	0	0	NA
vOTU_0578	14809	Yes	14	14	No	No	SpadesMetaV	Medium-quality	ND	Yes	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__ML615J-28;f__CAG-313;g__HGM10611;s__HGM10611 sp900770645	1	1	1	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0579	14264	Yes	809	809	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0580	13404	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Not-determined	ND	No	No	ND	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri	1	0	0	0	NA
vOTU_0581	12917	Yes	238	238	No	No	SpadesMetaV	High-quality	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	0	1	NA
vOTU_0582	12685	No	OUT/SINGLE	OUT/SINGLE/OVER	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0583	12510	Yes	738	738	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus;s__Faecalibacillus faecis	1	0	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0584	12495	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	1	1	NA
vOTU_0585	12408	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-628;s__CAG-628 sp900553835	1	0	0	1	NA
vOTU_0586	12062	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Not-determined	ND	No	No	ND	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp001916775	1	0	0	0	NA
vOTU_0587	11934	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	1	0	0	1	NA
vOTU_0588	11536	Yes	846	846	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	1	NA
vOTU_0589	11019	No	100	100	No	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0590	10803	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	0	NA
vOTU_0591	10766	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	ND	ND	1	0	0	0	NA
vOTU_0592	10433	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Not-determined	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__RUG591;s__RUG591 sp902797275	1	0	0	0	NA
vOTU_0593	10302	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Low-quality	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	0	0	1	NA
vOTU_0594	7342	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Not-determined	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-628;s__CAG-628 sp900553835	1	0	0	0	NA
vOTU_0595	6163	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Not-determined	ND	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UBA5026;s__UBA5026 sp900550255	1	0	0	0	NA
vOTU_0596	65811	Yes	42	42	No	No	SpadesMetaV	High-quality	non-temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
vOTU_0597	38102	No	129	129	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS902;s__UMGS902 sp003343845	1	1	0	1	NA
vOTU_0598	33949	No	156	156	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp002437245	1	1	0	1	r__Duplodnaviria; k__Heunggongvirae; p__Uroviricota; c__Caudoviricetes
vOTU_0599	4803	Yes	929	929	No	No	SpadesMetaV	Complete	non-temperate	No	No	Viruses;Monodnaviria;Sangervirae;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae	ND	1	1	0	1	r__Monodnaviria; k__Sangervirae; p__Phixviricota; c__Malgrandaviricetes; o__Petitvirales; f__Microviridae; sf__Gokushovirinae; g__Gokushovirus
vOTU_0600	53848	Yes	OUT/SINGLE	OUT/SINGLE/OVER	Yes	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__UMGS1603;s__UMGS1603 sp900553265	1	1	1	1	NA
vOTU_0601	43466	Yes	47	47	No	No	SpadesMetaV	Complete	temperate	No	No	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	ND	1	1	1	1	NA
