Genome_vCon	VC	VC Status	Size	VC Subcluster	VC Subcluster Size	Quality	Adj P-value	Topology Confidence Score
NZ_CP031191	9_15	Clustered	5	VC_9_15	5	0.037	0.99999997	0.037
NZ_CP028198	26_0	Clustered	25	VC_26_0	25	0.7311	1	0.7311
NZ_CP044180	1_4	Clustered	2	VC_1_4	2	0.0101	0.95769103	0.0097
NZ_CP044178	289_0	Clustered	26	VC_289_0	26	0.8838	1	0.8838
NZ_CP019188	9_17	Clustered	11	VC_9_17	11	0.0583	1	0.0583
NZ_CP017724	1_1	Clustered	25	VC_1_1	25	0.2736	1	0.2736
NZ_CP014707	1_6	Clustered/Singleton	1	VC_1_6	1	0	1	0
NZ_CP039862	9_6	Clustered	9	VC_9_6	9	0.0473	1	0.0473
NZ_CP034821	9_15	Clustered	5	VC_9_15	5	0.037	0.99999997	0.037
NZ_CP047090	9_16	Clustered	6	VC_9_16	6	0.029	0.99999999	0.029
NZ_CP051756	269_0	Clustered	7	VC_269_0	7	0.3892	1	0.3892
NZ_CP064676	9_15	Clustered	5	VC_9_15	5	0.037	0.99999997	0.037
NZ_CP064673	9_15	Clustered	5	VC_9_15	5	0.037	0.99999997	0.037
NZ_CP014913	704_0	Clustered	2	VC_704_0	2	0.5194	0.92921057	0.4826
NZ_CP014925	704_0	Clustered	2	VC_704_0	2	0.5194	0.92921057	0.4826
NC_017073	873_0	Clustered	2	VC_873_0	2	0.6802	0.72985431	0.4965
NC_017069	873_0	Clustered	2	VC_873_0	2	0.6802	0.72985431	0.4965
NC_017074	259_0	Clustered	6	VC_259_0	6	0.4508	1	0.4508
NZ_CP049283	175_1	Clustered	29	VC_175_1	29	0.5623	1	0.5623
NZ_CP046373	837_0	Clustered	3	VC_837_0	3	0.7889	0.9595722	0.757
NZ_CP047444	837_0	Clustered	3	VC_837_0	3	0.7889	0.9595722	0.757
NZ_CP047438	837_0	Clustered	3	VC_837_0	3	0.7889	0.9595722	0.757
NZ_CP012383	640_0	Clustered	3	VC_640_0	3	0.2426	0.99309836	0.241
NZ_CP012595	791_0	Clustered	2	VC_791_0	2	0.1029	0.81445332	0.0838
NZ_CP070261	640_0	Clustered	3	VC_640_0	3	0.2426	0.99309836	0.241
NZ_LN831788	640_0	Clustered	3	VC_640_0	3	0.2426	0.99309836	0.241
NZ_AP023409	640_1	Clustered	3	VC_640_1	3	0.2172	0.96247006	0.2091
NZ_CP034119	589_0	Clustered	2	VC_589_0	2	0.088	0.83291139	0.0733
NZ_CP017462	791_0	Clustered	2	VC_791_0	2	0.1029	0.81445332	0.0838
NZ_CP017468	838_0	Clustered/Singleton	1	VC_838_0	1	0	1	0
NZ_CP031197	193_0	Clustered	2	VC_193_0	2	0.0924	0.95019765	0.0878
NZ_CP032230	640_1	Clustered	3	VC_640_1	3	0.2172	0.96247006	0.2091
NZ_CP070374	761_0	Clustered/Singleton	1	VC_761_0	1	0	1	0
NZ_CP041653	920_0	Clustered	2	VC_920_0	2	1	1	1
NZ_CP041606	637_0	Clustered	2	VC_637_0	2	0.2444	0.5	0.1222
NZ_CP054917	640_2	Clustered/Singleton	1	VC_640_2	1	0	1	0
NZ_CP058980	640_1	Clustered	3	VC_640_1	3	0.2172	0.96247006	0.2091
NC_015952	637_0	Clustered	2	VC_637_0	2	0.2444	0.5	0.1222
NZ_CP039125	761_1	Clustered/Singleton	1	VC_761_1	1	0	1	0
NZ_CP013486	4_1	Clustered/Singleton	1	VC_4_1	1	0	1	0
NZ_CP054702	124_0	Clustered	2	VC_124_0	2	0.0837	0.95446999	0.0799
NZ_CP034674	921_0	Clustered	2	VC_921_0	2	1	1	1
NZ_CP026318	150_0	Clustered	2	VC_150_0	2	0.1839	0.95584511	0.1758
NZ_CP020037	207_0	Clustered	4	VC_207_0	4	0.413	0.99998302	0.413
NZ_CP046830	150_0	Clustered	2	VC_150_0	2	0.1839	0.95584511	0.1758
NZ_CP060090	124_0	Clustered	2	VC_124_0	2	0.0837	0.95446999	0.0799
NZ_CP016311	921_0	Clustered	2	VC_921_0	2	1	1	1
NZ_CP045358	4_0	Clustered	3	VC_4_0	3	0.2557	0.99855898	0.2553
NZ_CP046165	4_0	Clustered	3	VC_4_0	3	0.2557	0.99855898	0.2553
NZ_CP046068	4_0	Clustered	3	VC_4_0	3	0.2557	0.99855898	0.2553
NZ_CP049915	207_0	Clustered	4	VC_207_0	4	0.413	0.99998302	0.413
NZ_CP020929	520_0	Clustered	8	VC_520_0	8	0.5642	0.99998248	0.5642
NZ_CP009490	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP009702	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP009722	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP009784	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP009989	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP016275	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP033693	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP033692	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP033700	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP033694	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP045146	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP045150	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP045152	662_0	Clustered	3	VC_662_0	3	0.6622	0.99630615	0.6597
NZ_CP045155	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP045164	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP045259	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP045261	662_0	Clustered	3	VC_662_0	3	0.6622	0.99630615	0.6597
NZ_CP045637	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP045639	662_0	Clustered	3	VC_662_0	3	0.6622	0.99630615	0.6597
NC_004838	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NC_003134	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP009971	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NC_005815	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NC_010158	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP009934	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NC_008120	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP009904	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NC_008118	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NC_009378	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP009714	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NC_017266	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NC_017155	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NC_014022	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP010248	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP010021	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NC_017169	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP009841	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP045159	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP006790	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP006779	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP006760	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP006756	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP006752	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP006749	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP006746	17_0	Clustered	42	VC_17_0	42	0.7166	1	0.7166
NZ_CP036464	322_0	Clustered	8	VC_322_0	8	0.7031	1	0.7031
NZ_CP023686	322_0	Clustered	8	VC_322_0	8	0.7031	1	0.7031
NZ_CP023680	322_0	Clustered	8	VC_322_0	8	0.7031	1	0.7031
NZ_CP023718	322_0	Clustered	8	VC_322_0	8	0.7031	1	0.7031
NZ_CP036460	322_0	Clustered	8	VC_322_0	8	0.7031	1	0.7031
NC_022901	322_0	Clustered	8	VC_322_0	8	0.7031	1	0.7031
NZ_CP003718	322_0	Clustered	8	VC_322_0	8	0.7031	1	0.7031
NZ_CP003712	322_0	Clustered	8	VC_322_0	8	0.7031	1	0.7031
vOTU_0001	161_2	Clustered/Singleton	1	VC_161_2	1	0	1	0
vOTU_0002	41_1	Clustered/Singleton	1	VC_41_1	1	0	1	0
vOTU_0005	311_0	Clustered	8	VC_311_0	8	0.5136	1	0.5136
vOTU_0006	258_0	Clustered	2	VC_258_0	2	0.0631	0.95238519	0.0601
vOTU_0007	311_0	Clustered	8	VC_311_0	8	0.5136	1	0.5136
vOTU_0008	64_0	Clustered	15	VC_64_0	15	0.7453	1	0.7453
vOTU_0009	762_0	Clustered	6	VC_762_0	6	1	1	1
vOTU_0011	22_15	Clustered/Singleton	1	VC_22_15	1	0	1	0
vOTU_0012	51_5	Clustered	8	VC_51_5	8	0.1592	1	0.1592
vOTU_0015	226_0	Clustered	2	VC_226_0	2	0.1721	0.95510238	0.1644
vOTU_0016	462_0	Clustered	4	VC_462_0	4	0.5529	0.99995901	0.5528
vOTU_0018	234_0	Clustered	15	VC_234_0	15	0.6965	1	0.6965
vOTU_0020	922_0	Clustered	2	VC_922_0	2	1	1	1
vOTU_0021	62_0	Clustered	33	VC_62_0	33	0.5882	1	0.5882
vOTU_0029	442_0	Clustered	3	VC_442_0	3	0.0947	0.97922306	0.0928
vOTU_0032	62_0	Clustered	33	VC_62_0	33	0.5882	1	0.5882
vOTU_0033	253_0	Clustered	10	VC_253_0	10	0.4521	1	0.4521
vOTU_0035	839_0	Clustered	3	VC_839_0	3	0.973	0.92554266	0.9006
vOTU_0036	874_0	Clustered	2	VC_874_0	2	0.8002	0.5	0.4001
vOTU_0043	797_0	Clustered	4	VC_797_0	4	0.8558	0.97408504	0.8336
vOTU_0044	110_0	Clustered	14	VC_110_0	14	0.3879	1	0.3879
vOTU_0045	316_0	Clustered	2	VC_316_0	2	0.1726	0.95258563	0.1644
vOTU_0047	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_0048	593_0	Clustered	7	VC_593_0	7	0.7099	1	0.7099
vOTU_0049	140_5	Clustered/Singleton	1	VC_140_5	1	0	1	0
vOTU_0051	841_0	Clustered	2	VC_841_0	2	0.8206	0.85557782	0.7021
vOTU_0052	80_3	Clustered	9	VC_80_3	9	0.2699	1	0.2699
vOTU_0053	69_0	Clustered	3	VC_69_0	3	0.2682	0.99828038	0.2677
vOTU_0054	117_0	Clustered	10	VC_117_0	10	0.5843	1	0.5843
vOTU_0057	232_0	Clustered	3	VC_232_0	3	0.4306	0.98702827	0.425
vOTU_0059	312_0	Clustered	5	VC_312_0	5	0.339	0.99999976	0.339
vOTU_0061	53_0	Clustered	14	VC_53_0	14	0.4984	1	0.4984
vOTU_0064	68_0	Clustered	13	VC_68_0	13	0.4292	1	0.4292
vOTU_0066	272_0	Clustered	13	VC_272_0	13	0.4873	1	0.4873
vOTU_0071	840_0	Clustered	2	VC_840_0	2	0.1965	0.6381632	0.1254
vOTU_0072	611_0	Clustered	4	VC_611_0	4	0.9006	0.99969164	0.9004
vOTU_0073	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_0074	147_0	Clustered/Singleton	1	VC_147_0	1	0	1	0
vOTU_0075	87_0	Clustered	13	VC_87_0	13	0.3592	1	0.3592
vOTU_0077	46_0	Clustered	31	VC_46_0	31	0.63	1	0.63
vOTU_0078	296_0	Clustered	4	VC_296_0	4	0.1365	0.99798006	0.1362
vOTU_0079	22_2	Clustered	2	VC_22_2	2	0.0377	0.95629133	0.0361
vOTU_0082	66_0	Clustered	22	VC_66_0	22	0.4255	1	0.4255
vOTU_0083	371_0	Clustered	4	VC_371_0	4	0.3198	0.99995914	0.3198
vOTU_0086	53_0	Clustered	14	VC_53_0	14	0.4984	1	0.4984
vOTU_0091	38_0	Clustered	21	VC_38_0	21	0.426	1	0.426
vOTU_0092	53_0	Clustered	14	VC_53_0	14	0.4984	1	0.4984
vOTU_0093	354_0	Clustered	5	VC_354_0	5	0.3852	0.99999983	0.3852
vOTU_0095	445_0	Clustered	2	VC_445_0	2	0.0598	0.78468394	0.047
vOTU_0097	101_0	Clustered	26	VC_101_0	26	0.5877	1	0.5877
vOTU_0098	713_0	Clustered	4	VC_713_0	4	0.8018	0.9996931	0.8016
vOTU_0100	46_0	Clustered	31	VC_46_0	31	0.63	1	0.63
vOTU_0101	577_0	Clustered	10	VC_577_0	10	0.9025	1	0.9025
vOTU_0102	408_0	Clustered	4	VC_408_0	4	0.0834	0.90588607	0.0755
vOTU_0108	120_0	Clustered	4	VC_120_0	4	0.0215	0.6835905	0.0147
vOTU_0109	243_0	Clustered	2	VC_243_0	2	0.3032	0.94744386	0.2873
vOTU_0112	196_0	Clustered	4	VC_196_0	4	0.3174	0.99934881	0.3172
vOTU_0114	245_0	Clustered	25	VC_245_0	25	0.791	1	0.791
vOTU_0115	763_0	Clustered	6	VC_763_0	6	1	1	1
vOTU_0116	920_0	Clustered	2	VC_920_0	2	1	1	1
vOTU_0117	47_0	Clustered	38	VC_47_0	38	0.7625	1	0.7625
vOTU_0121	161_0	Clustered/Singleton	1	VC_161_0	1	0	1	0
vOTU_0122	155_0	Clustered	4	VC_155_0	4	0.1738	0.99990155	0.1738
vOTU_0123	23_1	Clustered	35	VC_23_1	35	0.4685	1	0.4685
vOTU_0124	517_0	Clustered	4	VC_517_0	4	0.4307	0.99944084	0.4305
vOTU_0125	18_13	Clustered	3	VC_18_13	3	0.0384	0.99772591	0.0383
vOTU_0126	23_1	Clustered	35	VC_23_1	35	0.4685	1	0.4685
vOTU_0127	83_1	Clustered	19	VC_83_1	19	0.5291	1	0.5291
vOTU_0129	66_0	Clustered	22	VC_66_0	22	0.4255	1	0.4255
vOTU_0130	371_0	Clustered	4	VC_371_0	4	0.3198	0.99995914	0.3198
vOTU_0131	23_1	Clustered	35	VC_23_1	35	0.4685	1	0.4685
vOTU_0135	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_0138	221_0	Clustered	29	VC_221_0	29	0.5716	1	0.5716
vOTU_0140	89_0	Clustered	4	VC_89_0	4	0.1801	0.99961115	0.1801
vOTU_0141	249_0	Clustered	7	VC_249_0	7	0.6682	0.99999999	0.6682
vOTU_0148	432_1	Clustered	3	VC_432_1	3	0.1844	0.99809621	0.184
vOTU_0149	714_0	Clustered	4	VC_714_0	4	0.8773	0.99956314	0.8769
vOTU_0150	255_0	Clustered	2	VC_255_0	2	0.1734	0.95437988	0.1655
vOTU_0151	467_0	Clustered	14	VC_467_0	14	0.8744	1	0.8744
vOTU_0152	105_15	Clustered	2	VC_105_15	2	0.0644	0.95588738	0.0616
vOTU_0153	242_1	Clustered	5	VC_242_1	5	0.2782	0.99999729	0.2782
vOTU_0155	46_2	Clustered/Singleton	1	VC_46_2	1	0	1	0
vOTU_0157	216_0	Clustered	9	VC_216_0	9	0.5761	1	0.5761
vOTU_0158	47_0	Clustered	38	VC_47_0	38	0.7625	1	0.7625
vOTU_0159	57_0	Clustered/Singleton	1	VC_57_0	1	0	1	0
vOTU_0160	539_0	Clustered	2	VC_539_0	2	0.0619	0.74256403	0.046
vOTU_0161	110_0	Clustered	14	VC_110_0	14	0.3879	1	0.3879
vOTU_0163	38_0	Clustered	21	VC_38_0	21	0.426	1	0.426
vOTU_0165	459_0	Clustered	3	VC_459_0	3	0.5004	0.99769256	0.4992
vOTU_0166	439_0	Clustered	3	VC_439_0	3	0.7759	0.98867275	0.7671
vOTU_0168	525_0	Clustered	8	VC_525_0	8	0.4577	0.99762787	0.4566
vOTU_0169	51_9	Clustered/Singleton	1	VC_51_9	1	0	1	0
vOTU_0170	51_8	Clustered/Singleton	1	VC_51_8	1	0	1	0
vOTU_0171	144_1	Clustered/Singleton	1	VC_144_1	1	0	1	0
vOTU_0173	118_0	Clustered	14	VC_118_0	14	0.4556	1	0.4556
vOTU_0175	47_0	Clustered	38	VC_47_0	38	0.7625	1	0.7625
vOTU_0176	185_2	Clustered	4	VC_185_2	4	0.2176	0.99998301	0.2176
vOTU_0177	87_0	Clustered	13	VC_87_0	13	0.3592	1	0.3592
vOTU_0178	46_0	Clustered	31	VC_46_0	31	0.63	1	0.63
vOTU_0179	80_3	Clustered	9	VC_80_3	9	0.2699	1	0.2699
vOTU_0182	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_0184	482_0	Clustered	5	VC_482_0	5	0.7616	0.99993398	0.7616
vOTU_0185	70_0	Clustered	31	VC_70_0	31	0.5284	1	0.5284
vOTU_0186	923_0	Clustered	3	VC_923_0	3	0.025	0.84643998	0.0212
vOTU_0187	70_0	Clustered	31	VC_70_0	31	0.5284	1	0.5284
vOTU_0189	795_0	Clustered	2	VC_795_0	2	0.5786	0.81445332	0.4712
vOTU_0191	23_1	Clustered	35	VC_23_1	35	0.4685	1	0.4685
vOTU_0193	80_5	Clustered	12	VC_80_5	12	0.2365	1	0.2365
vOTU_0198	349_0	Clustered	3	VC_349_0	3	0.0716	0.98476844	0.0705
vOTU_0200	521_0	Clustered	3	VC_521_0	3	0.6039	0.98655847	0.5958
vOTU_0201	83_1	Clustered	19	VC_83_1	19	0.5291	1	0.5291
vOTU_0202	739_0	Clustered	2	VC_739_0	2	0.1703	0.89640184999999994	0.1526
vOTU_0204	182_1	Clustered	8	VC_182_1	8	0.2916	0.99977705	0.2915
vOTU_0206	47_0	Clustered	38	VC_47_0	38	0.7625	1	0.7625
vOTU_0207	689_0	Clustered	2	VC_689_0	2	0.6179	0.9331928	0.5766
vOTU_0209	876_0	Clustered	2	VC_876_0	2	0.4734	0.5	0.2367
vOTU_0212	304_0	Clustered	10	VC_304_0	10	0.28	0.99662714	0.2791
vOTU_0215	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_0217	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_0218	716_0	Clustered	8	VC_716_0	8	1	1	1
vOTU_0224	298_0	Clustered	3	VC_298_0	3	0.3409	0.99648726	0.3397
vOTU_0225	298_0	Clustered	3	VC_298_0	3	0.3409	0.99648726	0.3397
vOTU_0227	46_0	Clustered	31	VC_46_0	31	0.63	1	0.63
vOTU_0228	877_0	Clustered	2	VC_877_0	2	0.623	0.5	0.3115
vOTU_0229	594_0	Clustered	3	VC_594_0	3	0.089	0.6583637	0.0586
vOTU_0230	924_0	Clustered	2	VC_924_0	2	1	1	1
vOTU_0232	46_3	Clustered/Singleton	1	VC_46_3	1	0	1	0
vOTU_0234	83_1	Clustered	19	VC_83_1	19	0.5291	1	0.5291
vOTU_0235	70_0	Clustered	31	VC_70_0	31	0.5284	1	0.5284
vOTU_0236	580_0	Clustered	11	VC_580_0	11	0.9155	0.99999997	0.9155
vOTU_0239	432_6	Clustered	4	VC_432_6	4	0.162	0.99996483	0.162
vOTU_0240	432_6	Clustered	4	VC_432_6	4	0.162	0.99996483	0.162
vOTU_0241	447_0	Clustered	4	VC_447_0	4	0.4836	0.9999543	0.4836
vOTU_0243	205_0	Clustered/Singleton	1	VC_205_0	1	0	1	0
vOTU_0244	22_8	Clustered/Singleton	1	VC_22_8	1	0	1	0
vOTU_0246	690_0	Clustered	3	VC_690_0	3	0.1783	0.75516987	0.1347
vOTU_0248	67_0	Clustered	3	VC_67_0	3	0.1864	0.99851618	0.1861
vOTU_0249	300_0	Clustered	2	VC_300_0	2	0.3701	0.95411025	0.3531
vOTU_0250	18_8	Clustered/Singleton	1	VC_18_8	1	0	1	0
vOTU_0253	118_0	Clustered	14	VC_118_0	14	0.4556	1	0.4556
vOTU_0254	18_9	Clustered/Singleton	1	VC_18_9	1	0	1	0
vOTU_0255	245_0	Clustered	25	VC_245_0	25	0.791	1	0.791
vOTU_0256	264_0	Clustered	4	VC_264_0	4	0.5225	0.99992739	0.5224
vOTU_0258	46_0	Clustered	31	VC_46_0	31	0.63	1	0.63
vOTU_0260	616_0	Clustered	4	VC_616_0	4	0.6308	0.99990862	0.6307
vOTU_0261	801_0	Clustered	4	VC_801_0	4	0.9956	0.89435023	0.8904
vOTU_0262	514_0	Clustered	7	VC_514_0	7	0.7456	1	0.7456
vOTU_0263	615_0	Clustered	2	VC_615_0	2	0.4675	0.93962337	0.4393
vOTU_0265	537_0	Clustered	3	VC_537_0	3	0.0748	0.89997747	0.0673
vOTU_0267	160_0	Clustered	4	VC_160_0	4	0.1677	0.99996697	0.1677
vOTU_0269	64_0	Clustered	15	VC_64_0	15	0.7453	1	0.7453
vOTU_0270	42_3	Clustered	5	VC_42_3	5	0.0508	0.99999995	0.0508
vOTU_0271	19_0	Clustered	43	VC_19_0	43	0.601	1	0.601
vOTU_0272	105_6	Clustered/Singleton	1	VC_105_6	1	0	1	0
vOTU_0273	51_5	Clustered	8	VC_51_5	8	0.1592	1	0.1592
vOTU_0274	158_0	Clustered	2	VC_158_0	2	0.0772	0.94744806	0.0731
vOTU_0275	214_0	Clustered	12	VC_214_0	12	0.5906	1	0.5906
vOTU_0276	42_5	Clustered	33	VC_42_5	33	0.339	1	0.339
vOTU_0277	18_11	Clustered	2	VC_18_11	2	0.0445	0.95692295	0.0426
vOTU_0278	277_0	Clustered	5	VC_277_0	5	0.2385	0.99988334	0.2384
vOTU_0279	22_3	Clustered	16	VC_22_3	16	0.1596	1	0.1596
vOTU_0280	312_0	Clustered	5	VC_312_0	5	0.339	0.99999976	0.339
vOTU_0281	252_0	Clustered	4	VC_252_0	4	0.5995	0.99995824	0.5995
vOTU_0282	53_0	Clustered	14	VC_53_0	14	0.4984	1	0.4984
vOTU_0283	51_5	Clustered	8	VC_51_5	8	0.1592	1	0.1592
vOTU_0286	23_1	Clustered	35	VC_23_1	35	0.4685	1	0.4685
vOTU_0287	38_0	Clustered	21	VC_38_0	21	0.426	1	0.426
vOTU_0288	705_0	Clustered	2	VC_705_0	2	0.7902	0.85557782	0.676
vOTU_0292	32_0	Clustered	27	VC_32_0	27	0.5834	1	0.5834
vOTU_0293	53_0	Clustered	14	VC_53_0	14	0.4984	1	0.4984
vOTU_0294	713_0	Clustered	4	VC_713_0	4	0.8018	0.9996931	0.8016
vOTU_0296	23_1	Clustered	35	VC_23_1	35	0.4685	1	0.4685
vOTU_0297	87_0	Clustered	13	VC_87_0	13	0.3592	1	0.3592
vOTU_0301	354_0	Clustered	5	VC_354_0	5	0.3852	0.99999983	0.3852
vOTU_0303	180_0	Clustered	3	VC_180_0	3	0.0671	0.99571994	0.0668
vOTU_0304	127_0	Clustered	2	VC_127_0	2	0.0656	0.95404597	0.0625
vOTU_0305	504_0	Clustered	17	VC_504_0	17	0.974	0.99632899	0.9704
vOTU_0306	10_0	Clustered	4	VC_10_0	4	0.0792	0.99116186	0.0785
vOTU_0308	613_0	Clustered	2	VC_613_0	2	0.2278	0.90478487	0.2061
vOTU_0309	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_0310	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_0312	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_0313	557_0	Clustered/Singleton	1	VC_557_0	1	0	1	0
vOTU_0317	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_0318	428_0	Clustered	2	VC_428_0	2	0.0221	0.71828242	0.0159
vOTU_0319	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_0322	407_0	Clustered	2	VC_407_0	2	0.0373	0.86491135	0.0322
vOTU_0325	253_0	Clustered	10	VC_253_0	10	0.4521	1	0.4521
vOTU_0327	221_0	Clustered	29	VC_221_0	29	0.5716	1	0.5716
vOTU_0332	845_0	Clustered	2	VC_845_0	2	0.2002	0.6381632	0.1278
vOTU_0333	221_0	Clustered	29	VC_221_0	29	0.5716	1	0.5716
vOTU_0334	846_0	Clustered	4	VC_846_0	4	1	1	1
vOTU_0335	847_0	Clustered	3	VC_847_0	3	0.7286	0.5	0.3643
vOTU_0338	221_0	Clustered	29	VC_221_0	29	0.5716	1	0.5716
vOTU_0339	719_0	Clustered	2	VC_719_0	2	0.4391	0.91813282	0.4031
vOTU_0342	22_3	Clustered	16	VC_22_3	16	0.1596	1	0.1596
vOTU_0347	693_0	Clustered	5	VC_693_0	5	0.7568	0.9880491	0.7478
vOTU_0348	505_0	Clustered	2	VC_505_0	2	0.1276	0.94078354	0.12
vOTU_0354	848_0	Clustered	3	VC_848_0	3	0.8913	0.9595722	0.8553
vOTU_0355	31_0	Clustered	19	VC_31_0	19	0.4138	1	0.4138
vOTU_0356	644_0	Clustered	3	VC_644_0	3	0.5846	0.99363432	0.5808
vOTU_0357	762_0	Clustered	6	VC_762_0	6	1	1	1
vOTU_0359	311_0	Clustered	8	VC_311_0	8	0.5136	1	0.5136
vOTU_0360	311_0	Clustered	8	VC_311_0	8	0.5136	1	0.5136
vOTU_0361	117_0	Clustered	10	VC_117_0	10	0.5843	1	0.5843
vOTU_0362	47_0	Clustered	38	VC_47_0	38	0.7625	1	0.7625
vOTU_0363	98_0	Clustered	8	VC_98_0	8	0.19	1	0.19
vOTU_0364	50_0	Clustered	6	VC_50_0	6	0.1715	0.99989351	0.1715
vOTU_0366	15_0	Clustered	23	VC_15_0	23	0.644	1	0.644
vOTU_0367	801_0	Clustered	4	VC_801_0	4	0.9956	0.89435023	0.8904
vOTU_0369	721_0	Clustered	2	VC_721_0	2	0.0576	0.78166965	0.045
vOTU_0370	879_0	Clustered	3	VC_879_0	3	1	1	1
vOTU_0373	35_0	Clustered	14	VC_35_0	14	0.2033	1	0.2033
vOTU_0375	425_0	Clustered	11	VC_425_0	11	0.6646	1	0.6646
vOTU_0376	38_0	Clustered	21	VC_38_0	21	0.426	1	0.426
vOTU_0377	23_0	Clustered	2	VC_23_0	2	0.079	0.95660066	0.0756
vOTU_0378	70_0	Clustered	31	VC_70_0	31	0.5284	1	0.5284
vOTU_0379	277_0	Clustered	5	VC_277_0	5	0.2385	0.99988334	0.2384
vOTU_0380	148_0	Clustered	10	VC_148_0	10	0.4036	1	0.4036
vOTU_0382	16_0	Clustered	14	VC_16_0	14	0.5047	1	0.5047
vOTU_0384	406_0	Clustered	4	VC_406_0	4	0.3802	0.99655664	0.3789
vOTU_0385	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_0386	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_0388	14_0	Clustered	63	VC_14_0	63	0.5575	1	0.5575
vOTU_0390	8_0	Clustered	65	VC_8_0	65	0.6799	1	0.6799
vOTU_0391	253_0	Clustered	10	VC_253_0	10	0.4521	1	0.4521
vOTU_0392	238_0	Clustered	9	VC_238_0	9	0.1483	0.99999989	0.1483
vOTU_0393	468_0	Clustered	11	VC_468_0	11	0.666	0.9991334	0.6654
vOTU_0395	738_0	Clustered	4	VC_738_0	4	0.7795	0.99957384	0.7791
vOTU_0396	925_0	Clustered	2	VC_925_0	2	1	1	1
vOTU_0397	221_0	Clustered	29	VC_221_0	29	0.5716	1	0.5716
vOTU_0399	553_0	Clustered	2	VC_553_0	2	0.0245	0.6356622	0.0156
vOTU_0400	347_0	Clustered	11	VC_347_0	11	0.2309	0.72333795	0.1671
